Datetime,Tweet Id,Text,Username
2020-07-30 18:43:56+00:00,1288908199769366529,"@legamunt Its so common to see websites adding dumb shit nobody asked for it except for the designer who had an epiphany with pink elephants and had the power to increase the bullshit levels of Unrequested Features.
Even with adblock i still have ""ads"" pausing the video at the start lmao.",DamnedUsername
2020-07-30 18:01:32+00:00,1288897529199943682,"Have you 'herd' that today is International Day of Friendship?!

The HR Elephant would like to thank all of its friends today for their constant support. 

Friendship is the cement that holds the world together. 

#InternationalDayofFriendship #TheHRElephant https://t.co/iSlsn5Fd80",AineHrElephant
2020-07-30 17:24:42+00:00,1288888262145085440,@RealJamesWoods The elephant will also stomp the whole damn circus down when it’s had enough of its’s freedoms lost. Hmmm. Maybe it’s time...,untamedwildhea1
2020-07-30 17:00:10+00:00,1288882087064408066,@FarawoTinashe @Zimparks Someone who hates your superior's (ZANU PF) guts. I swear tomorrow change will come and your corrupt ways of dealing with wildlife nature will come end The looting through selling of elephants as hunting souvenirs will end. And Zimbabwe will come back to its glory days #Tomorrow,MuyeraBadza
2020-07-30 17:00:01+00:00,1288882047453454338,"Although the purple eggplant common to supermarket shelves tends to steal the show, you’re missing out if you haven’t tried its green cousin, the elephant tusk! It’s arguably the best testing and most tender variety… https://t.co/9yfq3V7BsU",johnny_organic
2020-07-30 16:54:52+00:00,1288880752281751554,"@shilpamdas As children during the temple festival days, we would wait at the gate to feed the elephant and receive its blessings🙏",JAKINDIA2
2020-07-30 16:40:22+00:00,1288877104428351489,"@bridyard1 @matthewhodg Strange, a railway carrying 40m passengers in its first full year allowing 1,500+ extra local and regional trains per day across the Midlands and the North and 140+ extra freight trains per day doesn't match any definition of white elephant that I'm aware of.",BRCWCo
2020-07-30 16:22:40+00:00,1288872649133891589,"@RealJamesWoods They are extremely welcoming to orphaned baby elephants, https://t.co/wcmy8Rk0ZH The Animal kingdom has its priorities in order.",eric_womer
2020-07-30 16:16:23+00:00,1288871067809800193,"Elephants cherishing the blessing of new born life. Our species aborts its own by the millions, and we call them “dumb animals.” https://t.co/3OB0wLjhIC",RealJamesWoods
2020-07-30 16:08:53+00:00,1288869180209377281,@elephant_ben Yes! This is what seems to me like the beginnings of a motte-and-bailey. They've redefined hereditarianism into something much softer than its traditional proponents endorsed.,FelixTalyn
2020-07-30 15:49:50+00:00,1288864388405964800,".@NonhumanRights sent letters to local, state, and federal agencies urging them to immediately investigate what the Commerford Zoo has publicly acknowledged is its inability to provide basic care to elephant Minnie as a result of the COVID-19 lockdowns. https://t.co/z8Xqs1GdRT",Suomigirl987
2020-07-30 15:43:22+00:00,1288862761582297088,"@JavariaWaseem @ZarrarKhuhro They killed both the lions, 2 ostriches, injured deers and neel guys. All in the name of shifting animals to sanctuaries. All started from shifting Kaavan the elephant to a sanctuary in Cambodia. Its a big scam going on and height of negligence and incompetence",GeneralAladinPK
2020-07-30 15:22:50+00:00,1288857593239105536,"@Bob78268837 @_ReaalAmerican_ @TheDailyEdge @realDonaldTrump @Varneyco WTF does that have to do with GDP? Today marks the BIGGEST Drop in History. Like in size if the Bush Recession was a Quarter standing on its edge, todays drop was an Elephant. We are fucked. Opening the economy too soon backfired. idiots.",briahsdad
2020-07-30 15:10:00+00:00,1288854361813192704,"At this point, I think the @GOP needs to change its mascot from an elephant to an ostrich. They've buried their head in the sand, ignoring reality, and are just hoping things get better.",KellyNDTC
2020-07-30 15:06:12+00:00,1288853407994961923,This is an example of a truth that is hiding in plain sight. The Nightingale White Elephant NEVER had staff. Each patient was required to bring its own care team with it. Does anybody know how many it treated? https://t.co/SE7JpPK6Gq,KenTayl09484158
2020-07-30 15:03:55+00:00,1288852832297398272,"@chewy_sky I reckon that's a rock hyrax, fella. But, since its related to the elephant (no, really) I'm saying it's still a good fit.",Kenny_Pryde
2020-07-30 15:01:06+00:00,1288852121727754245,"""May the bird of paradise fly up your nose,
May an elephant caress you with its toes.""

Best song line I've heard in ages.  What's yours?",fergusmuirhead
2020-07-30 14:50:20+00:00,1288849411683098630,"@blindedbeatpoet As a word man, I am #Quonstanly aware of the undertone, like the deep notes only elephants can hear, they play disharmonious beast whistles, just outside of human hearing range. #Question how this pederasty conspiracy became the status #quo among its decent but deluded citizens.",Boiarski
2020-07-30 13:23:27+00:00,1288827548403740672,"Let us talk about another noise maker - The Elephant Consortium. Wait, SAA problems and the stench of corruption under the tutulage of Macozoma date back to his tenure. Mbeki had ample time and power to set the right tone for the country in its war against corruption. https://t.co/hwGi310IYb",_Gambu
2020-07-30 13:07:26+00:00,1288823516280823810,"DISCOVER #AMBOSELI... renowned for its large herds of elephants and the most impressive views of Mt Kilimanjaro snow-capped peak! 

2 DAYS/ 1 NIGHT  from Kes 16,000/- per person sharing https://t.co/52reomhwzt",mausafaris
2020-07-30 13:03:47+00:00,1288822600462929922,"= bad instincts = bad data and so on. 

You find data that confirms your pre-existing beliefs, or you choose research/experimentation methods you’re previously exposed to. 

So you only see part of the elephant and mistake its trunk for the whole animal

And call it “data driven”",astralwave
2020-07-30 13:02:52+00:00,1288822368165605377,"7 Day Jewels of the Serengeti...
Glimpse the mighty lion in pursuit of its prey. Marvel at the majestic song of the elephants ...and more!  Contact me for the details of this trip!

Diana's Dream Vacations
C|617.448.7401
https://t.co/4z6YZNec2s

#serengeti #tanzania #africa https://t.co/3Kh64fEpxF",sheree_gold
2020-07-30 12:44:28+00:00,1288817736777437184,Remember the blind men and the elephant. One blind man felt its leg and thought it was a tree. Another grabbed the tail and believed he held a rope. Each blind man was judging by the portion he was experiencing without knowing what the elephant actually was. https://t.co/qfeM1faLKG,sparkermiller
2020-07-30 12:29:17+00:00,1288813915103666177,The Love Between an Elephant Mother and its Calf https://t.co/Vygkt9euyy via @FacebookWatch,absoluteafrica
2020-07-30 12:25:34+00:00,1288812981732728833,@ijustine I thought it was the neighbor playing with his elephant as usual but it was a bit different this time,its_Baraa
2020-07-30 12:21:38+00:00,1288811993860841474,@Linda__Stevens Same reason an adult elephant doesn't rip the chain out of the ground.  Its conditioned behavior...,Spatial_Punk
2020-07-30 12:21:15+00:00,1288811896263651328,"Expedia Drops Elephant Holidays From Site; Expedia Spokesperson Quoted.

The Daily Mail (UK) (Jul 22, Fernadez) reports Expedia said it will drop elephant holidays from its website. An Expedia spokesperson said, “Earlier this year, as part of our... https://t.co/W91SFFzYiC",daliadiaz21
2020-07-30 12:11:05+00:00,1288809337725448192,"@GotabayaR And during this time there Vishna, elephant of the Dalada temple dances for hours without water dressed in a long robe. Even the ears are covered the idiots of this country do not know that an elephant moves its ears every 20 seconds @nessallan",PELOTEDELAINE77
2020-07-30 11:50:18+00:00,1288804105922719747,"Been thinking a lot about this including #Filmmaking ""...is it sensible to set our novels in the current day with its #lockdowns and #Masks and plastic gloves... Or should we ignore the viral elephant in the room...?"" #COVID__19 #amwriting thebookseller   https://t.co/aJYKktmZ7e",andycowle
2020-07-30 10:26:27+00:00,1288783004639408129,@ste_kenya @janewynyard I LOVE ALL ANIMALS BUT THE ELEPHANT  TAKES MY HEART WHEN I WAS YOUNGER  I WAS LUCKY ENOUGH TO GET TO RIDE UPON A ELEPHANT  THINK ITS BEEN THE HIGHLIGHT OF LIFE SO FAR SO TWO THUMBS UP FOR THE ELEPHANTS,RHONDAM18653862
2020-07-30 09:55:12+00:00,1288775140285779970,"@seasonalight @CitznsClimateUK @AnthonyOxon @OurSacredGrove The reason why capitalism is, in itself, is a pandemic, being both a curse and an extreme form of practice . Too much and it corrupts. Slave labour, bad practices, supply /demand market forces etc. I deplore it. But its the elephant in the room. Our politics must drive the change",GrahamjohnJohn
2020-07-30 08:45:17+00:00,1288757545268588544,"@Tupp_Ed @phylmurphy Its not  the officials,its the special 
advisers, who are advising handing the bags of squirrel droppings and sometimes bags of elephant droppings.",vjarchbold
2020-07-30 08:20:56+00:00,1288751416442576896,"On the site before it became an inn was a blacksmith and cutler, a culter was in the trade of knife making and repairing, and their crest is just full of elephants, including an elephant with a castle on its back. https://t.co/34u2n2IlXK",HC_Jones
2020-07-30 08:09:43+00:00,1288748594791690241,@Dispatch_DD Let's hope the money is used for its intended purpose. And that the necessary studies were conducted to ensure this is not just a white elephant project. IMO infrastructure projects are needed to create much needed employment and economic activity around metro.,grievy_
2020-07-30 06:51:25+00:00,1288728889628360710,"another one is like “carnivals and circuses in the 30s may have let their elephants swim in the lake” and that’s what people saw. 

except all the sightings specify that the creature had no limbs? how do you see an elephant cross the road and not see its limbs? also...ELEPHANT.",civicsecretary
2020-07-30 06:18:50+00:00,1288720689839501317,You have turned out to be way below all. Coz you dont have the “Spine” to address the elephant in the room!. Its your fraternity: the one you have ruled over gloriously. Yet not a word of empathy to a bereaved father (family) of a young star star or to the restless nation.Shame. https://t.co/Rtncl0UfUr,knmalvika
2020-07-30 06:13:08+00:00,1288719254347382785,"Did you know??
The Dandeli Wildlife Sanctuary, with its trails and dense forests, is home to animals including black panthers, monkeys and elephants, as well as many bird species.
Let us know if you have visited here and share your experience!

#staysafeeveryone #Dandeli https://t.co/zIQFUHb941",PrasadeTour
2020-07-30 06:11:46+00:00,1288718911521816576,"@HarrogateBC's excuse for not paying some of its workers the Living Wage was ""we can't afford it."" Curious then that the Council can, it seems, afford to spend £1m on some completely unnecessary feasibility study as to whether to build a white elephant. 1/2",HarrogateScribe
2020-07-30 05:58:01+00:00,1288715451594240001,"@KittuKrithika We have a new policy ignoring elephants in the room and its already being hailed as radical, far reaching etc.",krishvarad14
2020-07-30 04:49:04+00:00,1288698101558136832,@MirzaNasara MashAllah great photos and specially of Ababeel. Its amazing you can find these birds in Australia as well and Quran mentions them with honor in Surah Al-Fil (the Chapter of the Elephant).,Muslim_Scientst
2020-07-30 03:44:05+00:00,1288681745303375872,"@jam_kamal @jam_kamal government is like a circus 🎪  no beneficial work for community at all and you can say its like the tooth of an elephant, just for showing",drib31
2020-07-30 03:12:39+00:00,1288673837630894080,"My attitude toward centrism is nicely summed up by this quote from Desmond Tutu : ""If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality."" https://t.co/8ZPaIU5Nmt",Abmaw1
2020-07-30 03:03:57+00:00,1288671645331316737,One. Bite. At. A. Time. Eat the elephant. Improve everyday. Can honestly say its getting easier and easier everyday. https://t.co/0E4xEPZsqz,hey_there_nubi
2020-07-30 02:41:25+00:00,1288665977064914948,@IAmCraigDAiken @rml2862 @JosephStanley82 @RealCandaceO Y are you worryd abt Russia? China has ovr a BILLION ppl. Russia has half of our population &amp;is a pimple on an elephants ass. If anyone is going 2kill us its CHY-NA. Begin again w/facts. Can u name 1 good thing Biden did 4 the black communty 46 years n gov’t? #YouAintBlack👦🏾#MAGA,NicoleMSNRN
2020-07-30 01:46:49+00:00,1288652234415386625,"@atlas6123 Its not *Power over people*  
Its holding down people based on their inexperience &amp; being gullible to their bullshit. 
Lets not hide the Elephant that these Rioters are being paid to destroy communities. Its all for you to be scared. They can suck it &amp; shove it💯",Orangezipple1
2020-07-30 01:42:15+00:00,1288651084186234882,Only time will tell if Rafale will be a game changer or white elephant like aircraft carrier . The existing flight safety record of IAF also raises questions on its handling https://t.co/TAO44HdhXC,INFANTRY28
2020-07-30 01:10:29+00:00,1288643091361157131,"The Little Dolphin, written and illustrated by Katie McMorris, followed by its riveting companion book The Little Elephant.

I was 6 or 7 years old and wrote it as ""Elepant."" https://t.co/P5dZFsYxOT",KatieMcMorris1
2020-07-30 01:07:43+00:00,1288642396616564738,"@MNorman87 @KimKarlin1 @AngeIina_ @codeofvets @realDonaldTrump A person has to have some qualifications to get certain jobs they want.  You also have to look &amp; act successful to get where you're going - and even that has its drawbacks.  If you don't look like the 'elephant man,' you won't get hired b/c of jealousy.  If you are married...",Eddie_and_Patti
2020-07-30 00:31:36+00:00,1288633306343518209,"Bunkyosha Three weeks since its release, the number of copies has exceeded 200,000! “Elephants 4 Ganesha and the Grim Reaper that make a dream come true” https://t.co/hqCwHIUh9j",rehownet2
2020-07-30 00:25:01+00:00,1288631650239369217,"This week's blog explains how we're fighting the #bcwildfire impacts at Elephant Hill: https://t.co/0vANY6S4nd

It was the most destructive wildfire in the province during the record-breaking 2017 wildfire season, covering 192,000 hectares at its peak. 

#CacheCreek #Ashcroft https://t.co/g2AI51RxJ3",TranBC
2020-07-30 00:24:40+00:00,1288631559877206019,"3 yrs old - at the time it didn't resonate with me like Now 

“it also reveals the elephant in the room as we hurtle into a general election: Britain tying its future to an America that is being remade - in a radical and alarming way - by Trump.” https://t.co/nZscUVrhik",JeanneBartram
2020-07-29 23:49:11+00:00,1288622631344840706,"Just like the last one, it comes with its own elephant",Dragonogon
2020-07-29 23:14:36+00:00,1288613927408906242,@izurietavarea @CHSommers Was the elephant supposed ride its bike down the stairs?,libertasartifex
2020-07-29 22:50:28+00:00,1288607856229523461,@NonhumanRights @PAWSARK2000 So beulah &amp; karen both died from 1000% neglect &amp; “The NhRP is considering its next steps in its elephant rights litigation on Minnie’s behalf after the Connecticut Supreme Court declined to hear her case. “.  There should be NO “considering”. Just do what needs done!! 😡😡🤯🤯,gusmac2
2020-07-29 22:26:00+00:00,1288601698290798592,"This letter to the Guardian is really interesting because points to the elephant in the room, #inequality and its role in environmental degradation and #climatechange https://t.co/59dqAMRVQg",GPellegriniM
2020-07-29 22:01:17+00:00,1288595478557466630,"African Wisdom:
The elephant never gets tired of carrying its own tusks.
(Liberia)",OkakaPatricks
2020-07-29 21:43:31+00:00,1288591005051060224,"The Storm https://t.co/XNB296bfo3 The storm The storm is a angry bull, Dangerous and destructive. It charges and stumbles across the land, Like a stomping elephant. The air rumbles with it feet, It thombs the air and rips down the house. With its ...",OtakiLcs
2020-07-29 21:39:37+00:00,1288590023114326017,"@TeaPainUSA Its what they ALWAYS DID ! Dems always stuck with cleanup, when the elephants leave town",gerrygirl
2020-07-29 21:38:13+00:00,1288589671434530817,"@crentsch But apart from THAT, what have the Romans ever done for us?

Seriously, though, you are absolutely right. Von Neumann complained that with 4 parameters you could graph an elephant, with 5 you could make it waggle its trunk. It’s actually been done (using complex numbers): https://t.co/gRdnoeYaEA",Bronowskiite
2020-07-29 21:30:52+00:00,1288587824841863171,its nice that i now have a good excuse for not reading the elephant,sarah_zrf
2020-07-29 21:23:59+00:00,1288586090958315523,https://t.co/qV0AqRgxo1 The Storm The storm is a approaching elephant The big gray dangerous animal It stomps all over the jungle securing all animals Like a big gray shower with its track With hes track slapping every...,OtakiLcs
2020-07-29 21:21:06+00:00,1288585365654138880,@BigJebBos It's amazing the lengths to which Con Inc. will go (for a few scraps at the Silicon Valley dinner table) to dissuade its audience not to see the biggest monopolist elephant in the room since Rockefeller and Bell Telephone.,Camelback71
2020-07-29 20:56:40+00:00,1288579216162906112,@MuLoRm @mieyolisa Kakwina ba ndavu kwaten? I've heard from a few individuals about the elephants that side. I wonder where they came from.,its_midi
2020-07-29 20:30:04+00:00,1288572524314451968,Anyone else's baby obsessed with tags?! All the tags! Her stuffed elephant has tags near its tail and this girl can't fall asleep for her nap if those tags aren't in her hand.,rachelw0915
2020-07-29 20:25:09+00:00,1288571286948581381,"@PHelisexuality Also this update screws with some of the haircuts. No glorious ponytail with an outfit that's equally fresh. It blows so far. Elephant gun tho...its nice. Definitely my pvp only gun, if I'm in towns with a post office",sabbage_cavvage
2020-07-29 20:24:41+00:00,1288571169453596672,@kvprada the elephant is just inside the ufo its okay,slvrchim
2020-07-29 20:08:10+00:00,1288567010519969792,"the elephant, the seven blind
its shorter cousin, the dilemma
engagement, no neocolonial project
admissible interpretation, plausible representation
nirvana is ultimately real, with intrinsic nature
hypostatization, mereological nihilism and momentariness

https://t.co/wboXQEJf2A",Mickleby
2020-07-29 19:40:58+00:00,1288560166338793473,"@antonyslumbers The elephant doesn’t eat it, it only takes a cut. Or turns it into another elephant with its own flies!",drorpoleg
2020-07-29 19:22:29+00:00,1288555514255876096,"@BBCLookNorth Its badly run, the chief exec is doing a terrible job. Itll do well to break even and likely never make a profit. 

2 years after it reopened and still has a number of empty units. Despite prior to opening claiming all units were taken. 

White elephant",13rew
2020-07-29 19:22:25+00:00,1288555497403031552,when yall gonna redo the puzzle on the back of the peanut butter capn crunch box? its been the same damn elephant and the same damn circus for 5 years. @RealCapnCrunch,Dreganomics_
2020-07-29 19:10:00+00:00,1288552371845500930,"Lions and elephants and bears, oh my! The Oakland Zoo reopens to the general public on today for the first time since March, after first opening its doors to members on Monday.

https://t.co/uAfLblZqN7 https://t.co/gkODXt2k0a",KQEDnews
2020-07-29 19:01:28+00:00,1288550224240222210,"... responsibilities that comes with the land and its resources. You can't want land when the youth in Grade 8 is still learning how to draw elephants and trees. You can't want the land with an educational system that's no different from the Bantu education. 
Financial literacy,",Nkosazana_entle
2020-07-29 18:56:48+00:00,1288549050523045894,"Until the elephant in the room regarding how ANC Members &amp; leaders get an income, the ANC will take questionable decisions because of the business interests that internally contest its policy formulation. Veterans, leaders, members are in the clutches of questionable business!",Lazola_Ndamase
2020-07-29 18:38:40+00:00,1288544485912260608,One of the indicators of an elephants' age is the length of its tusks. These young adults are feeding beside a dried rive  #Animal #Wildlife #Elephant #Mammal #Portrait #Face #Blackandwhite #Tusks #Namibia #Africa #Desert https://t.co/prHTwCWGIr,GrahamElliottP1
2020-07-29 18:21:25+00:00,1288540147399655426,"@deathdrive420 THEY ARREEEE its the same emotions as like, anything abt elephants, like oh my god i cant beilve this is a real animal on teh earth just living its life",blightcharm
2020-07-29 17:59:27+00:00,1288534617453203456,"This reminds me of the description of Mr Trump's first press secretary, several weeks into role. ""He has the look of a sad clown who has been given the job of following the circus elephant round to sweep up all its droppings"". Don't think I'll apply... https://t.co/hphVn0Y8P2",LesleyB4
2020-07-29 17:55:17+00:00,1288533568797499393,"@reece_dinsdale This reminds me of the description of Mr Trump's first press secretary, several weeks into role. ""He has the look of a sad clown who has been given the job of following the circus elephant round to sweep up all its droppings"". Don't think I'll apply...
.",LesleyB4
2020-07-29 17:48:19+00:00,1288531814873694209,"""I love this grouplove song"" I said, shazamming it only to find its actually by cage the elephant",ill_bea_bitch
2020-07-29 17:18:02+00:00,1288524193961836544,"NEW IN THIS WEEK | A new arrival in Menswear, @lovebrandco is a British label offering sophisticated summer resort and swimwear – and, it's committed to helping elephants and other endangered species by donating a percentage of its revenue to the cause. #Harrods https://t.co/WWPOXKxzvz",Harrods
2020-07-29 17:11:24+00:00,1288522525723389952,"@TaraLaRosa @stillgray She's lucky that a lot of the gasoline was still in its liquid form.  Had more of that gasoline vaporized, she would have been hit much, much harder.  

One gallon of liquid gasoline that gets vaporized has the same explosive force as 14 sticks of dynamite.",elephant_irish
2020-07-29 17:11:20+00:00,1288522509931905025,"@EricaMa43661883 @JoeBiden China imprisons Muslims, Christians &amp; its citizens, harvest their organs &amp; sells them, kills elephants &amp; rhinos for their tusks &amp; creates 85% of the world ocean pollution &amp; air - and u make excuses for them? Wow - on the side of evil, u are truly lost!",wilbursbarn
2020-07-29 17:10:43+00:00,1288522355954847745,@CancerSurvSM #CSSMchat This fact has been common news and its damage to Black lives acknowledged for years and years. When will that breakthrough moment occur that leads to substan change rather than more nods to acknowledging the elephant in the room that’s crushing us?,bosretiree
2020-07-29 17:06:21+00:00,1288521257139535873,"Desmond Tutu’s words:
If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.",justplainbill1
2020-07-29 16:46:54+00:00,1288516362692890626,@yashar Yes esp if its non dairy and u put an elephant on the label 🖤,heymanda88
2020-07-29 16:42:46+00:00,1288515319083020291,"Mika was barking at the grass... think I would have too! According to Google photos, this is an elephant Hawk Moth, or will be. It's rather HUGE, has a spike on its tail end and is a… https://t.co/zCvit6z6vJ",charliesmum67
2020-07-29 16:34:54+00:00,1288513340302491648,"Today we sent letters to local, state, &amp; federal agencies urging them to immediately investigate what the Commerford Zoo has publicly acknowledged is its inability to provide basic care to Minnie, an elephant they are imprisoning on their property.
https://t.co/BDiLzISVCU",NonhumanRights
2020-07-29 16:25:00+00:00,1288510850396037120,"July 29, 1980 David Bowie debuts as a stage actor on Broadway in The Elephant Man, with high reviews favorable to its performance. Bowie played the lead role in the play and performed with great success until its completion on January 3, 1981.🎸🎵 https://t.co/ZxWRfRqVMZ",oriettamusic
2020-07-29 16:02:02+00:00,1288505069462315008,"@SimonCalder Your article in today's Independent about BA leaving its HQ omits significant context.

In 1998 BA's profit was a fraction of the £1.9billion it made last year. Waterside was always a white elephant! https://t.co/qjUMVH9zoO",themachin3stops
2020-07-29 15:58:28+00:00,1288504171264643072,"@BlacktopMagazin @andrewryan100 Despite appearances the 3-Litre only shared its doors with the Landcrab. Of course, that made it look very similar but it is structurally a quite different car. Which makes it all the more of a ridiculous white elephant, of course!",Balloon_Fish
2020-07-29 15:32:46+00:00,1288497705384325121,@GOPLeader GOP'ers are riding Donald Trump's elephant trunk right into oblivion. Wake up Kev. I know you are smarter than that. Get off the Trump train while you can. Its going to crash very soon.,jaradsyn
2020-07-29 15:17:51+00:00,1288493951213854723,@citizentvkenya Daigeo can sell the Tusk to someone else. Btw Tusker gained its name after the Kaburu founder of the brewery got killed by an elephant during hunting. His gun Jammed and he got trampled into dust.,GichingaWa
2020-07-29 15:02:34+00:00,1288490102788894721,The baby elephant is put on its feet by its mother after tumbling https://t.co/3uheat1y2A,9_breaking_news
2020-07-29 15:02:27+00:00,1288490073659514880,The baby elephant is put on its feet by its mother after tumbling https://t.co/pUIrRZm1Xc,9_breakingnews
2020-07-29 14:59:04+00:00,1288489223587155969,@Gannuuprem The beauty of #temples and #elephants that #PetaIndiaExposed and its gangs are trying valiantly to destroy and now exposed,DeePra6
2020-07-29 14:58:24+00:00,1288489054368157703,"@MakoraOuma @Daisykenyan Ous the elephants are not going to the river, the rabbit saw them on its way to the river. The monkeys dontvhave hands so I'm not sure how they were carrying those opuk",amimodr
2020-07-29 14:40:24+00:00,1288484526960840705,"The Mangaung metro once spent R400 million to renovate a taxi rank that nobody is using today,its a white elephant,we are not angry enough. #AncMustFall",Mi_Mano_Ktg
2020-07-29 14:33:18+00:00,1288482737477713920,"@gsgarima36 @Gannuuprem @meshivamahuja I am not comparing elephants to dogs here but the most loyal dog can lose its temper sometime, what if someone provokes the elephant?  The stick is not to hurt or control, but mahouts use them only in dire situations. 
Elephants are treated as part of family in temples.",_indiankong
2020-07-29 14:26:31+00:00,1288481030576513025,"@koko_matshela @NPA_Prosecutes There was once a politician who say ""i didnt join politics to be poor"" when a consortium called ""ELEPHANT"" ate Telkom to its knees. He was in the Top6 and benefitted hugely in the deal during TM administration. 

Nothing happened yet NPA had all de evidence......SIYABUKA🤔🤔🤔",gqakhwe
2020-07-29 13:55:12+00:00,1288473152952176641,"https://t.co/w42akwd16O
How can a zoo in a ""civilised"" country keep a solitary elephant in confinement without feeling its unbearable stress and suffering. The keepers are fortunate to be living.
#AnimalRights #endspeciesism",RogerSt47838947
2020-07-29 13:40:51+00:00,1288469539525726209,"When it comes to improving health and diet, it seems to me that the elephant in the room is poverty and low income. Slightly touched on health inequalities during the discussion but unfortunately I think it needs far more attention than its recieving. #foodstrategy",Laurakate5
2020-07-29 13:11:58+00:00,1288462269643468804,@i_aldasoro @Brad_Setser The elephant in the room - why does the Fed care so much if some fund managers lose their shirts on leveraged UST trades and USTs seesaw for a few days? Why is its appetite for volatility so low?,ritwik_priya
2020-07-29 13:10:39+00:00,1288461940566745088,Please dont even think of practicing it. Self situating analysis would be a nightmare for you to digest. Its lovely to sweetened the domestic audience though. Barbed batons dragged you to buy white elephants though. https://t.co/jMpEqJnHlt,nomadtatar
2020-07-29 13:09:37+00:00,1288461680947560458,"@HansMahncke @MZHemingway @POTUS  has made some awful hires &amp; he along w/ America has dearly paid &amp; continue to pay its* price.   That is the elephant in the room that Nobody in conservative media is willing to admit...Even @LouDobbs 

Jeff Sessions is just an example..Christioher Wray &amp; many many more.",priccio1
2020-07-29 12:47:28+00:00,1288456104289005568,"I hope India plans to double its forest cover,too and ensure the safety of elephants and other animals on the railway lines.
🐶",AvimanyuRoy3
